controller_log_time,intersection_id,controller_device_id,response_time_ms,error_count,reboot_count,cpu_temp,spat_send_count,spat_fail_count,avg_latency_ms,comm_fail_count,connected_vehicle_count,severity,failure_event
2026-04-13 10:27:37,INT_005,CTRL_009,28.0,0,1,37.9,94,4,40.0,3,27,정상,0
2026-04-13 10:27:37,INT_003,CTRL_004,45.2,0,1,48.8,116,3,43.0,1,21,정상,0
2026-04-13 10:27:37,INT_001,CTRL_003,50.2,2,1,43.8,105,3,38.1,1,35,정상,0
2026-04-13 10:27:37,INT_001,CTRL_007,65.1,1,0,47.5,116,3,58.4,3,35,정상,0
2026-04-13 10:27:37,INT_001,CTRL_004,47.8,2,0,37.4,93,0,41.4,3,31,정상,0
2026-04-13 10:27:37,INT_001,CTRL_002,54.4,2,0,45.9,109,4,40.0,2,35,정상,0
2026-04-13 10:27:37,INT_005,CTRL_006,66.6,2,1,52.4,87,3,51.4,3,12,정상,0
2026-04-13 10:27:37,INT_001,CTRL_009,27.6,1,0,39.5,93,2,41.3,3,13,정상,0
2026-04-13 10:27:37,INT_002,CTRL_009,45.2,2,0,52.7,103,1,37.4,0,24,정상,0
2026-04-13 10:27:38,INT_004,CTRL_005,52.0,1,1,47.8,82,2,54.2,3,40,정상,0
2026-04-13 10:27:38,INT_005,CTRL_004,55.1,0,0,43.7,87,3,49.1,2,44,정상,0
2026-04-13 10:27:38,INT_002,CTRL_009,74.8,0,1,45.7,96,3,60.6,2,16,정상,0
2026-04-13 10:27:38,INT_002,CTRL_010,57.1,0,1,41.0,113,3,51.5,3,9,정상,0
2026-04-13 10:27:38,INT_004,CTRL_002,59.4,2,0,38.2,91,4,40.2,1,45,정상,0
2026-04-13 10:27:38,INT_003,CTRL_001,45.1,0,1,41.6,104,4,38.6,0,26,정상,0
2026-04-13 10:27:38,INT_004,CTRL_003,60.7,1,0,40.0,85,2,52.0,3,39,정상,0
2026-04-13 10:27:38,INT_005,CTRL_007,61.7,0,1,47.4,93,0,59.8,3,43,정상,0
2026-04-13 10:27:38,INT_005,CTRL_006,69.8,0,1,51.9,88,1,41.5,0,25,정상,0
2026-04-13 10:27:38,INT_002,CTRL_003,45.9,1,1,47.1,114,1,43.2,3,43,정상,0
2026-04-13 10:27:39,INT_003,CTRL_005,45.4,0,0,54.0,92,3,42.6,3,10,정상,0
2026-04-13 10:27:39,INT_002,CTRL_002,35.9,1,1,48.3,99,1,29.5,3,13,정상,0
2026-04-13 10:27:39,INT_004,CTRL_004,35.8,0,0,40.2,106,1,34.4,1,19,정상,0
2026-04-13 10:27:39,INT_005,CTRL_010,50.0,0,1,47.6,84,2,42.5,2,40,정상,0
2026-04-13 10:27:39,INT_001,CTRL_009,51.8,2,1,42.6,103,0,32.9,1,26,정상,0
2026-04-13 10:27:39,INT_005,CTRL_009,36.2,2,1,44.5,111,3,42.3,0,34,정상,0
2026-04-13 10:27:39,INT_001,CTRL_005,54.4,2,1,45.2,101,4,38.0,3,30,정상,0
2026-04-13 10:27:39,INT_001,CTRL_004,42.3,2,0,47.5,99,4,47.6,0,31,정상,0
2026-04-13 10:27:39,INT_002,CTRL_002,33.7,2,1,41.9,88,1,36.5,0,21,정상,0
2026-04-13 10:27:39,INT_004,CTRL_009,58.1,1,1,41.6,89,4,47.3,1,25,정상,0
2026-04-13 10:27:40,INT_002,CTRL_002,43.5,0,0,41.4,98,1,44.3,1,22,정상,0
2026-04-13 10:27:40,INT_004,CTRL_002,43.6,0,0,41.8,88,1,31.3,0,30,정상,0
2026-04-13 10:27:40,INT_003,CTRL_007,43.4,0,1,45.5,110,3,51.3,1,44,정상,0
2026-04-13 10:27:40,INT_005,CTRL_009,48.0,1,1,39.9,95,1,48.0,1,40,정상,0
2026-04-13 10:27:40,INT_003,CTRL_005,44.1,2,1,44.9,105,1,34.9,2,31,정상,0
2026-04-13 10:27:40,INT_001,CTRL_002,32.2,0,1,43.9,100,3,38.0,1,45,정상,0
2026-04-13 10:27:40,INT_005,CTRL_001,43.8,1,0,42.4,99,2,33.8,1,18,정상,0
2026-04-13 10:27:40,INT_002,CTRL_009,32.5,2,1,50.1,93,4,46.5,1,37,정상,0
2026-04-13 10:27:40,INT_003,CTRL_005,52.7,1,0,47.7,100,4,48.3,2,27,정상,0
2026-04-13 10:27:40,INT_005,CTRL_007,48.4,0,0,50.8,107,2,39.5,0,12,정상,0
2026-04-13 10:27:41,INT_004,CTRL_004,53.5,2,1,47.4,91,3,39.7,1,19,정상,0
2026-04-13 10:27:41,INT_003,CTRL_009,64.5,2,0,43.5,89,1,59.9,3,13,정상,0
2026-04-13 10:27:41,INT_003,CTRL_005,61.3,0,1,53.7,115,4,60.4,0,9,정상,0
2026-04-13 10:27:41,INT_001,CTRL_010,38.2,0,0,47.8,84,0,49.5,3,22,정상,0
2026-04-13 10:27:41,INT_003,CTRL_008,21.9,2,0,50.8,118,3,36.4,1,28,정상,0
2026-04-13 10:27:41,INT_001,CTRL_007,49.6,2,0,52.5,106,3,50.1,2,19,정상,0
2026-04-13 10:27:41,INT_002,CTRL_002,26.5,1,0,47.8,92,2,32.7,0,36,정상,0
2026-04-13 10:27:41,INT_001,CTRL_006,50.4,1,1,48.2,111,4,46.9,3,30,정상,0
2026-04-13 10:27:41,INT_001,CTRL_008,55.5,2,1,44.1,108,4,48.2,3,16,정상,0
2026-04-13 10:27:41,INT_003,CTRL_009,15.4,0,0,42.4,82,4,43.5,2,22,정상,0
2026-04-13 10:27:42,INT_005,CTRL_006,44.7,2,0,48.1,103,1,46.7,1,14,정상,0
2026-04-13 10:27:42,INT_002,CTRL_010,62.0,0,0,47.0,117,0,57.7,3,13,정상,0
2026-04-13 10:27:42,INT_003,CTRL_010,56.5,2,0,50.9,106,3,59.7,2,39,정상,0
2026-04-13 10:27:42,INT_001,CTRL_008,67.8,1,1,43.7,112,0,51.6,3,45,정상,0
2026-04-13 10:27:42,INT_002,CTRL_002,43.7,0,1,44.6,97,4,46.6,0,28,정상,0
2026-04-13 10:27:42,INT_003,CTRL_001,47.9,0,0,43.4,98,1,35.7,3,45,정상,0
2026-04-13 10:27:42,INT_003,CTRL_008,52.8,2,0,50.6,105,1,54.6,1,36,정상,0
2026-04-13 10:27:42,INT_003,CTRL_009,50.7,1,1,47.5,102,3,49.3,3,23,정상,0
2026-04-13 10:27:42,INT_001,CTRL_006,56.4,0,1,43.7,114,1,45.7,0,41,정상,0
2026-04-13 10:27:42,INT_004,CTRL_002,36.7,2,0,46.3,92,0,39.4,2,43,정상,0
2026-04-13 10:27:43,INT_004,CTRL_005,26.9,0,1,47.7,120,2,57.6,0,8,정상,0
2026-04-13 10:27:43,INT_005,CTRL_009,46.8,2,1,53.1,108,4,53.9,1,40,정상,0
2026-04-13 10:27:43,INT_005,CTRL_002,48.5,2,1,41.1,108,1,47.7,3,43,정상,0
2026-04-13 10:27:43,INT_004,CTRL_010,40.7,1,1,51.5,112,0,33.8,3,40,정상,0
2026-04-13 10:27:43,INT_004,CTRL_001,63.3,1,0,43.4,82,2,38.8,1,40,정상,0
2026-04-13 10:27:43,INT_003,CTRL_001,42.3,1,0,51.0,107,4,33.5,1,33,정상,0
2026-04-13 10:27:43,INT_003,CTRL_001,42.5,2,1,48.0,107,0,40.0,3,19,정상,0
2026-04-13 10:27:43,INT_001,CTRL_001,68.9,1,0,47.8,96,1,47.8,2,35,정상,0
2026-04-13 10:27:43,INT_004,CTRL_007,46.6,2,1,43.9,109,0,49.1,0,31,정상,0
2026-04-13 10:27:43,INT_003,CTRL_008,58.9,2,1,43.7,110,3,37.1,3,30,정상,0
2026-04-13 10:27:44,INT_002,CTRL_007,56.0,0,1,47.5,84,0,39.3,3,11,정상,0
2026-04-13 10:27:44,INT_002,CTRL_008,56.2,0,0,45.8,92,4,38.1,3,16,정상,0
2026-04-13 10:27:44,INT_001,CTRL_006,42.7,1,1,44.9,93,1,35.4,1,31,정상,0
2026-04-13 10:27:44,INT_005,CTRL_006,33.6,2,0,50.1,107,3,41.0,2,28,정상,0
2026-04-13 10:27:44,INT_003,CTRL_003,54.7,2,1,50.7,116,3,40.1,3,38,정상,0
2026-04-13 10:27:44,INT_004,CTRL_005,47.2,0,0,48.2,116,1,54.2,0,40,정상,0
2026-04-13 10:27:44,INT_004,CTRL_003,48.6,0,0,49.0,113,3,32.8,1,22,정상,0
2026-04-13 10:27:44,INT_002,CTRL_005,65.6,1,1,47.9,88,4,65.6,3,20,정상,0
2026-04-13 10:27:44,INT_003,CTRL_006,42.2,1,0,43.3,89,4,48.6,1,32,정상,0
2026-04-13 10:27:44,INT_004,CTRL_005,49.6,0,0,50.1,117,3,60.6,0,9,정상,0
2026-04-13 10:27:45,INT_001,CTRL_007,51.4,2,0,53.1,87,1,56.9,0,41,정상,0
2026-04-13 10:27:45,INT_003,CTRL_008,42.7,0,1,47.9,85,0,37.6,1,22,정상,0
2026-04-13 10:27:45,INT_002,CTRL_009,49.5,0,1,46.5,90,0,38.5,2,17,정상,0
2026-04-13 10:27:45,INT_004,CTRL_009,38.5,2,0,46.1,101,4,51.3,0,20,정상,0
2026-04-13 10:27:45,INT_001,CTRL_003,57.1,1,0,49.6,92,3,46.6,0,11,정상,0
2026-04-13 10:27:45,INT_005,CTRL_007,57.8,2,0,50.5,108,1,61.4,1,43,정상,0
2026-04-13 10:27:45,INT_004,CTRL_007,48.1,0,0,48.3,100,1,51.9,1,31,정상,0
2026-04-13 10:27:45,INT_002,CTRL_007,43.0,1,0,50.5,102,4,48.0,3,21,정상,0
2026-04-13 10:27:45,INT_004,CTRL_003,27.7,1,1,47.8,82,2,42.0,1,13,정상,0
2026-04-13 10:27:45,INT_004,CTRL_004,52.8,2,0,48.4,104,1,45.7,3,18,정상,0
2026-04-13 10:27:46,INT_003,CTRL_008,41.6,2,0,43.1,95,2,40.8,1,41,정상,0
2026-04-13 10:27:46,INT_001,CTRL_004,64.2,0,0,48.2,95,1,46.5,1,43,정상,0
2026-04-13 10:27:46,INT_001,CTRL_008,53.2,1,0,47.6,117,3,52.3,0,15,정상,0
2026-04-13 10:27:46,INT_002,CTRL_008,61.0,0,0,48.8,84,3,55.5,3,10,정상,0
2026-04-13 10:27:46,INT_001,CTRL_003,55.6,1,0,39.8,113,4,53.8,3,16,정상,0
2026-04-13 10:27:46,INT_003,CTRL_008,54.0,2,1,49.4,110,1,51.8,1,29,정상,0
2026-04-13 10:27:46,INT_005,CTRL_007,52.8,0,1,49.3,107,3,58.4,0,11,정상,0
2026-04-13 10:27:46,INT_002,CTRL_010,38.7,1,1,46.9,92,4,38.7,2,41,정상,0
2026-04-13 10:27:46,INT_002,CTRL_009,54.5,0,1,41.1,104,3,43.7,1,37,정상,0
2026-04-13 10:27:46,INT_001,CTRL_003,60.5,1,0,44.2,110,1,44.6,2,39,정상,0
2026-04-13 10:27:47,INT_005,CTRL_010,58.3,0,1,51.2,87,3,55.8,2,15,정상,0
2026-04-13 10:27:47,INT_001,CTRL_003,54.7,1,1,49.1,94,3,60.4,0,8,정상,0
2026-04-13 10:27:47,INT_005,CTRL_003,48.7,0,1,52.3,86,4,51.1,1,13,정상,0
2026-04-13 10:27:47,INT_001,CTRL_009,31.5,2,0,47.2,119,1,38.0,3,9,정상,0
2026-04-13 10:27:47,INT_003,CTRL_003,55.8,1,1,47.7,98,0,54.4,1,24,정상,0
2026-04-13 10:27:47,INT_002,CTRL_005,68.8,1,1,46.1,90,0,47.1,0,36,정상,0
2026-04-13 10:27:47,INT_001,CTRL_001,64.6,2,0,45.8,90,2,42.8,2,18,정상,0
2026-04-13 10:27:47,INT_005,CTRL_007,34.9,1,0,49.2,83,2,47.9,2,38,정상,0
2026-04-13 10:27:47,INT_005,CTRL_009,50.3,0,0,40.0,119,4,44.7,3,21,정상,0
2026-04-13 10:27:47,INT_002,CTRL_002,31.2,0,1,50.0,82,3,35.5,2,35,정상,0
2026-04-13 10:27:48,INT_005,CTRL_010,37.6,0,1,48.8,86,4,46.7,2,18,정상,0
2026-04-13 10:27:48,INT_001,CTRL_005,50.2,0,0,46.4,112,3,52.1,3,10,정상,0
2026-04-13 10:27:48,INT_003,CTRL_005,54.1,2,1,42.5,103,4,55.9,1,16,정상,0
2026-04-13 10:27:48,INT_003,CTRL_006,52.3,0,1,50.5,102,3,52.5,0,13,정상,0
2026-04-13 10:27:48,INT_005,CTRL_010,36.1,1,1,42.5,95,0,49.9,1,35,정상,0
2026-04-13 10:27:48,INT_002,CTRL_009,51.1,1,1,54.1,91,0,51.9,3,30,정상,0
2026-04-13 10:27:48,INT_004,CTRL_001,58.5,1,1,44.3,104,3,47.5,2,18,정상,0
2026-04-13 10:27:48,INT_003,CTRL_002,48.1,1,0,52.0,120,3,45.2,1,22,정상,0
2026-04-13 10:27:48,INT_005,CTRL_004,52.0,1,0,53.3,103,0,61.7,2,9,정상,0
2026-04-13 10:27:48,INT_005,CTRL_007,41.9,0,0,48.0,114,0,50.9,3,43,정상,0
2026-04-13 10:27:49,INT_004,CTRL_010,45.3,2,1,47.3,84,4,52.7,1,15,정상,0
2026-04-13 10:27:49,INT_004,CTRL_005,67.1,0,1,49.2,111,3,55.8,2,19,정상,0
2026-04-13 10:27:49,INT_001,CTRL_005,63.4,1,1,46.8,82,4,64.9,3,27,정상,0
2026-04-13 10:27:49,INT_005,CTRL_004,55.9,2,0,52.5,82,3,46.4,0,35,정상,0
2026-04-13 10:27:49,INT_001,CTRL_002,74.8,1,0,53.2,82,2,49.0,3,35,정상,0
2026-04-13 10:27:49,INT_004,CTRL_006,55.9,0,0,50.3,84,4,47.1,1,10,정상,0
2026-04-13 10:27:49,INT_002,CTRL_002,56.4,1,0,44.8,103,2,56.6,2,9,정상,0
2026-04-13 10:27:49,INT_001,CTRL_003,52.6,1,1,50.1,103,1,52.8,2,25,정상,0
2026-04-13 10:27:49,INT_005,CTRL_007,33.6,1,0,47.4,87,1,51.8,2,40,정상,0
2026-04-13 10:27:49,INT_003,CTRL_008,44.1,2,1,49.6,89,1,47.4,3,11,정상,0
2026-04-13 10:27:50,INT_005,CTRL_002,65.7,2,0,46.0,85,0,48.7,1,26,정상,0
2026-04-13 10:27:50,INT_005,CTRL_010,54.6,2,1,45.8,115,4,55.0,2,37,정상,0
2026-04-13 10:27:50,INT_004,CTRL_010,62.1,1,0,46.8,100,0,71.2,2,32,정상,0
2026-04-13 10:27:50,INT_003,CTRL_005,46.6,0,1,52.6,94,2,64.8,2,17,정상,0
2026-04-13 10:27:50,INT_003,CTRL_004,39.9,1,1,54.6,101,2,33.4,0,18,정상,0
2026-04-13 10:27:50,INT_004,CTRL_007,61.6,0,1,46.4,89,3,65.2,2,41,정상,0
2026-04-13 10:27:50,INT_002,CTRL_006,43.3,1,0,39.7,83,4,44.8,3,34,정상,0
2026-04-13 10:27:50,INT_001,CTRL_001,45.7,2,0,52.4,107,0,47.5,3,31,정상,0
2026-04-13 10:27:50,INT_005,CTRL_003,51.2,1,0,54.6,94,1,58.1,2,22,정상,0
2026-04-13 10:27:50,INT_003,CTRL_001,55.5,1,1,58.1,85,3,44.1,1,22,정상,0
2026-04-13 10:27:51,INT_001,CTRL_005,54.5,2,1,52.7,91,4,69.2,3,30,정상,0
2026-04-13 10:27:51,INT_002,CTRL_007,39.9,2,0,44.0,91,0,59.3,3,36,정상,0
2026-04-13 10:27:51,INT_002,CTRL_005,48.9,2,1,59.0,100,0,59.0,1,15,정상,0
2026-04-13 10:27:51,INT_003,CTRL_001,54.2,2,0,50.4,96,0,46.0,0,24,정상,0
2026-04-13 10:27:51,INT_002,CTRL_007,47.2,2,0,55.8,94,4,50.9,1,25,정상,0
2026-04-13 10:27:51,INT_001,CTRL_001,47.5,2,0,48.8,89,0,55.9,0,35,정상,0
2026-04-13 10:27:51,INT_001,CTRL_001,69.8,2,1,50.0,99,4,55.6,3,34,정상,0
2026-04-13 10:27:51,INT_004,CTRL_005,43.2,0,0,48.8,96,0,70.0,3,27,정상,0
2026-04-13 10:27:51,INT_003,CTRL_010,37.9,2,0,49.0,95,0,49.2,2,16,정상,0
2026-04-13 10:27:51,INT_003,CTRL_008,37.8,0,0,45.4,102,4,45.0,0,32,정상,0
2026-04-13 10:27:52,INT_003,CTRL_008,50.2,1,1,46.5,119,2,40.3,0,41,정상,0
2026-04-13 10:27:52,INT_004,CTRL_002,48.8,1,0,41.1,116,2,44.8,1,8,정상,0
2026-04-13 10:27:52,INT_005,CTRL_008,37.2,1,0,52.4,99,1,36.4,1,12,정상,0
2026-04-13 10:27:52,INT_002,CTRL_001,55.7,1,0,47.9,115,2,54.2,1,39,정상,0
2026-04-13 10:27:52,INT_003,CTRL_004,44.7,0,1,49.8,92,4,45.8,0,13,정상,0
